0.073;0.2;0.394;0.656;0.991;1.395;1.871;2.417;3.037;3.728;4.491;5.325;6.232;7.211;8.262;9.38;10.567;11.831
0.089;0.221;0.415;0.668;0.977;1.343;1.76;2.141;2.739;3.296;3.894;4.531;5.207;5.785;6.657;7.498;8.448;9.332
0.085;0.209;0.388;0.622;0.904;1.241;1.628;2.073;2.566;3.099;3.678;4.304;4.97;5.681;6.435;7.23;8.066;9.009
0.083;0.202;0.379;0.614;0.908;1.26;1.672;2.143;2.673;3.262;3.911;4.619;5.387;6.214;7.101;8.048;9.055;10.121
0.075;0.195;0.365;0.591;0.872;1.211;1.605;2.057;2.565;3.13;3.752;4.431;5.167;5.96;6.81;7.717;8.682;9.704
0.083;0.203;0.38;0.616;0.911;1.264;1.677;2.149;2.68;3.271;3.922;4.632;5.401;6.231;7.12;8.069;9.078;10.147
0.07;0.199;0.389;0.642;0.964;1.353;1.812;2.344;2.94;3.61;4.345;5.151;6.026;6.967;7.975;9.051;10.193;11.402
0.07;0.202;0.381;0.629;0.941;1.319;1.763;2.275;2.852;3.497;4.209;4.988;5.567;6.298;7.025;7.889;8.855;9.734
0.078;0.175;0.308;0.475;0.676;0.907;1.169;1.65;1.925;2.54;3.07;3.421;3.9;4.603;5.08;5.525;6.03;6.65
0.076;0.173;0.304;0.475;0.67;0.901;1.158;1.449;1.773;2.113;2.5;2.901;3.328;3.782;4.26;4.764;5.293;5.847
0.08;0.2;0.373;0.603;0.89;1.234;1.636;2.096;2.613;3.189;3.822;4.514;5.263;6.071;6.938;7.863;8.846;9.888
0.07;0.192;0.377;0.629;0.948;1.335;1.788;2.31;2.901;3.559;4.287;5.083;5.947;6.878;7.878;8.944;10.074;11.276
0.084;0.21;0.393;0.632;0.926;1.271;1.666;2.023;2.591;3.119;3.682;4.282;4.915;5.458;6.281;7.077;7.924;8.812
0.082;0.203;0.378;0.603;0.877;1.204;1.572;1.991;2.455;2.962;3.514;4.105;4.741;5.416;6.132;6.841;7.682;8.514
0.08;0.194;0.365;0.593;0.878;1.221;1.621;2.079;2.595;3.169;3.801;4.491;5.24;6.046;6.911;7.834;8.816;9.856
0.08;0.196;0.369;0.601;0.891;1.239;1.647;2.113;2.639;3.224;3.868;4.572;5.335;6.157;7.039;7.98;8.982;10.042
0.041;0.123;0.233;0.38;0.54;0.744;0.965;1.001;1.311;1.61;1.928;2.453;2.789;3.225;3.758;4.098;4.587;5.012
0.078;0.209;0.412;0.685;1.034;1.456;1.954;2.53;3.185;3.915;4.722;5.6;6.557;7.589;8.693;9.869;11.122;12.452
0.073;0.191;0.37;0.611;0.914;1.281;1.713;2.211;2.773;3.403;4.097;4.854;5.675;6.56;7.506;8.516;9.588;10.72
0.076;0.192;0.379;0.645;0.967;1.327;1.804;2.382;2.909;3.673;4.342;5.124;6.013;6.809;7.812;8.922;9.938;11.006
0.077;0.195;0.385;0.651;0.978;1.367;1.847;2.44;2.99;3.783;4.426;5.252;6.148;7.113;8.146;9.25;10.421;11.662
0.066;0.175;0.344;0.537;0.804;1.126;1.505;1.941;2.434;2.982;3.594;4.249;4.965;5.738;6.572;7.459;8.4;9.393
0.069;0.18;0.35;0.569;0.869;1.203;1.596;2.122;2.565;3.125;3.911;4.629;5.409;6.246;7.145;8.104;9.122;10.196
0.069;0.182;0.352;0.58;0.873;1.221;1.632;2.198;2.643;3.245;3.946;4.644;5.625;6.45;7.641;8.231;9.421;10.3
0.072;0.185;0.364;0.6;0.898;1.267;1.72;2.255;2.832;3.483;4.174;4.788;5.862;6.74;7.719;8.654;9.875;10.987
0.057;0.169;0.328;0.545;0.82;1.152;1.543;1.993;2.501;3.069;3.703;4.385;5.128;5.929;6.793;7.713;8.69;9.72
0.078;0.199;0.388;0.634;0.96;1.354;1.818;2.353;2.958;3.634;4.381;5.198;6.087;7.045;8.044;9.171;10.333;11.572
0.076;0.21;0.417;0.677;1.055;1.481;1.953;2.489;3.105;3.891;4.632;5.522;6.34;7.433;8.4;9.635;10.873;12.117
0.075;0.215;0.427;0.7;1.072;1.506;1.993;2.512;3.216;3.954;4.754;5.761;6.577;7.678;8.75;9.991;11.201;12.489
0.068;0.184;0.363;0.598;0.836;1.18;1.586;2.051;2.578;3.167;3.817;4.528;5.303;6.139;7.032;7.988;9.002;10.074
0.07;0.186;0.37;0.601;0.898;1.208;1.689;2.176;2.728;3.327;4.18;4.757;5.855;6.427;7.634;8.344;9.391;10.512
0.073;0.188;0.379;0.625;0.901;1.264;1.701;2.235;2.778;3.367;4.082;4.854;5.815;6.704;7.678;8.709;9.807;10.976
0.073;0.191;0.393;0.634;0.965;1.352;1.802;2.453;2.958;3.637;4.361;5.176;6.067;7.026;8.074;9.121;10.231;11.489
0.066;0.175;0.363;0.6;0.899;1.151;1.546;1.998;2.511;3.083;3.714;4.399;5.158;6.109;7.1;8.25;9.16;10.294
0.066;0.182;0.374;0.612;0.924;1.252;1.678;2.121;2.723;3.381;4.011;4.698;5.689;6.725;7.889;8.912;9.896;10.997
0.058;0.163;0.323;0.521;0.786;0.971;1.307;1.879;2.387;2.863;3.59;4.137;4.89;5.673;6.758;7.645;8.486;9.582
0.067;0.178;0.342;0.563;0.84;1.176;1.569;2.017;2.524;3.089;3.712;4.385;5.132;5.93;6.43;7.466;8.502;9.45
0.067;0.181;0.346;0.571;0.862;1.211;1.714;2.311;2.756;3.241;3.987;4.512;5.354;6.114;6.754;7.689;8.712;9.652
0.074;0.197;0.379;0.615;0.912;1.269;1.687;2.169;2.709;3.314;3.981;4.707;5.495;6.341;7.247;8.213;9.239;10.322
0.075;0.2;0.392;0.649;0.977;1.374;1.841;2.383;2.993;3.567;4.242;5.052;6.001;6.891;7.713;8.423;9.531;10.563
0.069;0.183;0.357;0.593;0.892;1.254;1.68;2.173;2.728;3.351;4.04;4.792;5.608;6.486;7.425;8.372;9.357;10.421
0.069;0.188;0.371;0.642;0.922;1.456;1.878;2.451;3.111;3.758;4.412;5.012;5.841;6.698;7.674;8.612;9.678;10.778
0.075;0.219;0.382;0.625;0.931;1.3;1.733;2.23;2.793;3.422;4.114;4.868;5.686;6.566;7.508;8.513;9.578;10.704
0.074;0.191;0.367;0.602;0.899;1.257;1.676;2.156;2.699;3.3;3.966;4.869;5.847;6.733;7.723;8.821;9.823;10.832
0.058;0.161;0.314;0.518;0.776;1.088;1.454;1.874;2.349;2.97;3.567;4.27;5.07;5.876;6.666;7.56;8.605;9.651
0.078;0.2;0.4;0.668;1.012;1.424;1.921;2.5;3.178;3.896;4.719;5.621;6.603;7.657;8.808;9.845;11.012;12.245
0.07;0.188;0.364;0.601;0.901;1.264;1.689;2.176;2.728;3.34;4.018;4.757;5.559;6.427;7.348;8.344;9.391;10.5
0.071;0.19;0.377;0.633;0.961;1.358;1.825;2.363;2.973;3.655;4.408;5.232;6.128;7.095;8.134;9.241;10.414;11.565
0.077;0.19;0.357;0.578;0.855;1.185;1.571;2.012;2.507;3.057;3.661;4.32;5.034;5.802;6.624;7.501;8.433;9.418
0.08;0.206;0.404;0.668;1.027;1.441;1.93;2.494;3.133;3.847;4.635;5.292;6.245;7.125;8.152;9.098;10.125;11.125
0.074;0.194;0.376;0.622;0.923;1.238;1.646;2.125;2.71;3.245;3.841;4.591;5.436;6.162;7.058;8.006;9.068;10.083
0.071;0.178;0.339;0.555;0.825;1.15;1.53;1.965;2.454;2.998;3.597;4.251;4.959;5.722;6.54;7.412;8.338;9.319
0.064;0.169;0.32;0.521;0.772;1.073;1.425;1.827;2.28;2.782;3.335;3.938;4.591;5.294;6.047;6.851;7.704;8.607
0.057;0.17;0.324;0.522;0.755;1.1;1.417;1.87;2.285;2.823;3.338;4.036;4.47;5.001;5.899;6.978;7.945;8.651
0.051;0.144;0.295;0.512;0.74;1.052;1.372;1.487;1.76;2.242;2.625;3.122;3.484;4.107;4.659;5.269;5.859;6.368
0.056;0.167;0.309;0.516;0.748;1.062;1.384;1.506;1.972;2.405;2.759;3.333;3.634;4.405;4.989;5.576;6.276;6.602
0.057;0.168;0.315;0.521;0.75;1.081;1.405;1.839;2.135;2.572;3.012;3.467;3.937;4.679;5.349;6.079;6.767;7.435
0.078;0.197;0.378;0.63;0.95;1.338;1.792;2.315;2.907;3.567;4.297;5.094;5.96;6.894;7.896;8.965;9.921;10.989
0.076;0.191;0.358;0.58;0.856;1.189;1.576;2.02;2.519;3.074;3.685;4.352;5.057;5.854;6.689;7.58;8.528;9.532
0.065;0.158;0.299;0.487;0.724;1.008;1.342;1.723;2.153;2.632;3.159;3.735;4.36;5.034;5.756;6.528;7.349;8.218
0.085;0.21;0.39;0.625;0.921;1.286;1.697;2.14;2.696;3.295;3.908;4.67;5.396;6.218;7.109;8.11;9.13;10.165
0.076;0.187;0.35;0.568;0.839;1.165;1.545;1.98;2.469;3.014;3.613;4.267;4.976;5.74;6.56;7.434;8.364;9.349
0.074;0.183;0.341;0.549;0.809;1.12;1.483;1.897;2.363;2.881;3.451;4.073;4.747;5.472;6.25;7.08;7.962;8.897
0.085;0.205;0.38;0.6;0.89;1.25;1.628;2.05;2.554;3.15;3.763;4.428;5.219;5.957;6.855;7.794;8.735;9.743
0.082;0.203;0.381;0.618;0.914;1.269;1.684;2.159;2.693;3.287;3.941;4.656;5.43;6.265;7.159;8.114;9.129;10.205
0.082;0.199;0.372;0.601;0.888;1.233;1.63;2.084;2.594;3.16;3.784;4.463;5.2;5.993;6.842;7.749;8.713;9.733
0.084;0.204;0.378;0.607;0.892;1.245;1.645;2.191;2.616;3.28;3.815;4.501;5.345;6.149;6.999;7.931;8.908;9.855
0.079;0.191;0.356;0.574;0.846;1.172;1.553;1.987;2.476;3.02;3.618;4.27;4.978;5.74;6.556;7.428;8.354;9.335
0.076;0.185;0.346;0.558;0.823;1.14;1.511;1.934;2.411;2.941;3.523;4.159;4.849;5.592;6.388;7.237;8.14;9.097
0.08;0.201;0.376;0.606;0.889;1.222;1.603;1.943;2.5;3.001;3.543;4.122;4.73;5.253;6.043;6.809;7.713;8.486
0.088;0.219;0.409;0.659;0.964;1.324;1.735;2.11;2.699;3.249;3.837;4.464;5.127;5.696;6.555;7.386;8.282;9.184
0.088;0.217;0.388;0.608;0.873;1.181;1.53;1.843;2.34;2.802;3.284;3.795;4.348;4.958;5.72;6.55;7.45;8.566
0.084;0.202;0.367;0.58;0.838;1.139;1.481;1.789;2.278;2.735;3.214;3.713;4.25;4.72;5.246;5.93;6.86;7.877
0.087;0.213;0.394;0.628;0.914;1.25;1.632;1.971;2.527;3.031;3.571;4.147;4.753;5.271;6.057;6.818;7.715;8.482
0.085;0.209;0.388;0.622;0.904;1.241;1.628;2.073;2.566;3.099;3.678;4.304;4.97;5.681;6.435;7.23;8.066;9.009
0.081;0.197;0.365;0.581;0.846;1.153;1.504;1.912;2.356;2.843;3.37;3.86;4.547;5.193;6.423;6.602;7.361;8.158
0.074;0.179;0.332;0.53;0.772;1.053;1.379;1.745;2.214;2.807;3.207;3.764;4.314;4.873;5.437;6.23;7.103;8.011
0.08;0.196;0.365;0.583;0.85;1.163;1.519;1.931;2.382;2.876;3.413;3.976;4.608;5.266;6.145;6.695;7.473;8.284
0.077;0.18;0.327;0.517;0.747;1.013;1.32;1.665;2.045;2.462;2.907;3.418;4.091;4.577;5.38;6.13;6.845;7.625
0.099;0.236;0.416;0.644;0.917;1.236;1.596;1.998;2.443;2.927;3.452;4.014;4.614;5.252;6.269;6.636;7.38;8.16
0.096;0.213;0.376;0.579;0.823;1.099;1.425;1.784;2.178;2.495;3.073;3.642;4.105;4.67;5.242;5.955;6.788;7.656
0.098;0.228;0.412;0.649;0.95;1.27;1.651;2.079;2.553;3.07;3.631;4.232;4.879;5.564;6.289;6.997;7.857;8.699
0.069;0.156;0.281;0.445;0.649;0.893;1.177;1.504;1.872;2.282;2.735;3.231;3.77;4.352;4.978;5.648;6.363;7.122
0.074;0.17;0.305;0.478;0.689;0.938;1.223;1.544;1.902;2.294;2.723;3.186;3.684;4.217;4.784;5.385;6.02;6.689
0.071;0.153;0.263;0.402;0.57;0.765;0.988;1.238;1.515;1.819;2.149;2.505;2.887;3.295;3.729;4.189;4.674;5.184
0.074;0.17;0.305;0.478;0.689;0.938;1.223;1.544;1.902;2.294;2.723;3.186;3.684;4.217;4.784;5.385;6.02;6.689
0.07;0.159;0.285;0.45;0.651;0.894;1.177;1.604;1.872;2.282;2.723;3.189;3.671;4.218;4.784;5.369;6.025;6.69
0.088;0.206;0.377;0.601;0.877;1.207;1.589;2.024;2.512;3.053;3.646;4.293;4.992;5.743;6.548;7.405;8.314;9.276
0.082;0.194;0.357;0.571;0.836;1.153;1.521;1.94;2.41;2.923;3.505;4.129;4.804;5.531;6.308;7.137;8.016;8.947
0.081;0.18;0.317;0.488;0.692;0.929;1.196;1.493;1.819;2.173;2.556;2.966;3.403;3.866;4.355;4.87;5.411;5.976
0.077;0.17;0.294;0.45;0.635;0.849;1.09;1.417;1.784;2.218;2.497;2.85;3.327;3.755;4.211;4.752;5.244;5.822
0.078;0.182;0.317;0.486;0.687;0.918;1.18;1.393;1.795;2.418;2.52;2.898;3.35;3.78;4.277;4.795;5.441;5.944
0.066;0.15;0.267;0.414;0.591;0.795;1.027;1.29;1.643;2.038;2.329;2.733;3.199;3.628;4.101;4.598;5.064;5.655
0.076;0.185;0.346;0.559;0.825;1.144;1.517;1.944;2.424;2.958;3.545;4.187;4.883;5.633;6.437;7.295;8.208;9.175
0.07;0.174;0.329;0.536;0.795;1.107;1.472;1.89;2.361;2.885;3.463;4.094;4.778;5.517;6.308;7.154;8.053;9.006
0.082;0.194;0.357;0.571;0.838;1.156;1.527;1.95;2.426;2.955;3.536;4.17;4.857;5.597;6.39;7.236;8.135;9.087
0.062;0.161;0.282;0.456;0.674;0.936;1.242;1.591;1.985;2.423;2.905;3.431;4.002;4.618;5.278;5.982;6.731;7.525
0.078;0.179;0.321;0.488;0.695;0.935;1.207;1.43;1.72;2.555;3.1;3.45;4.003;4.65;5.32;6.13;7.07;7.92
0.073;0.17;0.295;0.458;0.654;0.881;1.138;1.424;1.739;2.45;2.794;3.184;3.759;4.471;5.071;5.784;6.621;7.576
0.072;0.165;0.28;0.431;0.61;0.818;1.052;1.428;1.724;2.12;2.656;3.142;3.727;4.357;5.035;5.769;6.556;6.893
0.061;0.14;0.25;0.389;0.555;0.749;0.968;1.267;1.64;1.988;2.543;3.04;3.584;4.2;4.871;5.553;6.234;7.024
0.075;0.202;0.384;0.625;0.928;1.292;1.718;2.208;2.759;3.374;4.052;4.793;5.34;6.032;6.72;7.634;8.655;9.703
0.073;0.199;0.379;0.618;0.919;1.281;1.705;2.192;2.741;3.354;4.029;4.768;5.314;6.004;6.69;7.288;8.023;8.931
0.065;0.173;0.322;0.521;0.767;1.062;1.408;1.802;2.247;2.743;3.288;3.883;4.321;4.876;5.426;6.166;6.951;7.744
0.066;0.178;0.334;0.542;0.802;1.114;1.48;1.898;2.37;2.895;3.473;4.106;4.572;5.162;5.749;6.488;7.233;8.17
0.069;0.192;0.37;0.608;0.908;1.271;1.697;2.187;2.74;3.358;4.039;4.785;5.339;6.038;6.733;7.441;8.233;9.122
0.055;0.151;0.29;0.477;0.712;0.997;1.33;1.714;2.147;2.631;3.164;3.749;4.182;4.729;5.273;6.08;6.89;7.832
0.06;0.151;0.288;0.466;0.683;0.944;1.246;1.592;1.982;2.415;2.891;3.412;3.793;4.277;4.756;5.321;6.123;7.096
0.08;0.198;0.373;0.606;0.897;1.247;1.656;2.124;2.651;3.237;3.882;4.587;5.351;6.175;7.058;8.001;9.003;10.065
0.078;0.184;0.376;0.594;0.879;1.309;1.644;1.846;2.729;3.379;3.934;4.694;5.165;6.042;7.02;8.082;9.296;10.857
0.071;0.174;0.326;0.528;0.781;1.084;1.438;1.843;2.298;2.805;3.363;3.973;4.633;5.345;6.108;6.928;7.788;8.706
0.072;0.181;0.344;0.564;0.84;1.173;1.563;2.01;2.514;3.076;3.695;4.371;5.01;5.789;6.574;7.346;8.324;9.464
0.07;0.176;0.332;0.542;0.804;1.12;1.49;1.913;2.39;2.921;3.506;4.145;4.838;5.585;6.386;7.241;8.151;9.115
0.079;0.191;0.355;0.572;0.842;1.166;1.543;1.975;2.46;2.999;3.593;4.24;4.942;5.697;6.507;7.371;8.29;9.263
0.078;0.191;0.357;0.578;0.853;1.183;1.569;2.01;2.506;3.058;3.665;4.328;5.047;5.821;6.652;7.537;8.479;9.477
0.069;0.17;0.322;0.525;0.778;1.084;1.441;1.849;2.31;2.823;3.388;4.005;4.674;5.395;6.169;6.995;7.873;8.803
0.068;0.166;0.312;0.506;0.749;1.04;1.381;1.77;2.209;2.697;3.234;3.82;4.456;5.142;5.877;6.661;7.495;8.378
0.078;0.209;0.412;0.685;1.034;1.456;1.954;2.53;3.185;3.915;4.722;5.6;6.557;7.589;8.693;9.869;11.122;12.452
0.077;0.195;0.385;0.651;0.978;1.367;1.847;2.44;2.99;3.783;4.426;5.252;6.148;7.133;8.146;9.25;10.421;11.662
0.072;0.185;0.364;0.6;0.898;1.267;1.72;2.255;2.832;3.483;4.174;4.788;5.862;6.74;7.719;8.654;9.875;10.987
0.057;0.169;0.328;0.545;0.82;1.152;1.543;1.993;2.501;3.069;3.703;4.385;5.128;5.929;6.793;7.713;8.69;9.72
0.057;0.169;0.328;0.545;0.82;1.152;1.543;1.993;2.501;3.069;3.703;4.385;5.128;5.929;6.793;7.713;8.69;9.72
0.076;0.21;0.417;0.677;1.055;1.481;1.953;2.489;3.105;3.891;4.632;5.522;6.34;7.433;8.4;9.635;10.873;12.117
0.066;0.175;0.363;0.6;0.899;1.151;1.546;1.998;2.511;3.083;3.714;4.399;5.158;6.109;7.1;8.25;9.16;10.294
0.066;0.182;0.374;0.612;0.924;1.252;1.678;2.121;2.723;3.381;4.011;4.698;5.689;6.725;7.889;8.912;9.896;10.997
0.058;0.163;0.323;0.521;0.786;0.971;1.307;1.879;2.387;2.863;3.59;4.137;4.89;5.673;6.758;7.645;8.486;9.582
0.065;0.173;0.322;0.521;0.767;1.062;1.408;1.802;2.247;2.743;3.288;3.883;4.321;4.876;5.426;6.166;6.951;7.744
0.056;0.167;0.309;0.516;0.748;1.062;1.384;1.506;1.972;2.405;2.759;3.333;3.634;4.405;4.989;5.576;6.276;6.602
0.076;0.192;0.379;0.645;0.967;1.327;1.804;2.382;2.909;3.673;4.342;5.124;6.013;6.809;7.812;8.922;9.938;11.006
0.073;0.191;0.393;0.634;0.965;1.352;1.802;2.453;2.958;3.637;4.361;5.176;6.067;7.026;8.074;9.121;10.231;11.489
0.051;0.144;0.295;0.512;0.74;1.052;1.372;1.487;1.76;2.242;2.625;3.122;3.484;4.107;4.659;5.269;5.859;6.368
